airline_name,country,region,avg_entry_year,modern_count_2015,modern_count_2010,diversity_score,fleet_size,pct_modern_2015,pct_modern_2010,modernity_index,new_gen_share,cluster,pca_1,pca_2
Loganair,Territoire britannique de l'océan Indien,Asia,1986.0,0,0,4,22,0.0,0.0,0.0,0.0,0,-0.5154293520908286,0.2538109519354808
Loong Air,Taïwan,Asia,2013.468085106383,12,45,4,47,25.53191489361702,95.74468085106383,0.2553191489361702,0.2553191489361702,2,1.542857047391168,-0.30890706421768327
Lucky Air,Taïwan,Asia,1994.547619047619,5,11,5,42,11.904761904761903,26.1904761904762,0.119047619047619,0.119047619047619,2,0.5451796040988011,0.3145387169640439
Lufthansa,Allemagne,Europe,2002.255319148936,17,98,9,235,7.234042553191489,41.70212765957447,0.0723404255319148,0.0723404255319148,2,1.02579909075202,2.731825052403006
Lufthansa Cargo,Allemagne,Europe,1990.75,0,0,2,16,0.0,0.0,0.0,0.0,0,-0.6876931287233303,-0.3258927606111954
Lufthansa City,Allemagne,Europe,2007.090909090909,0,7,2,11,0.0,63.63636363636363,0.0,0.0,0,-0.7015051196812097,-0.3570108293238335
Lufttransport,Svalbard et ile Jan Mayen,Europe,1996.0,0,1,3,6,0.0,16.666666666666664,0.0,0.0,0,-0.637472416897566,-0.11694788299071633
Lunds University School of Aviation,Suède,Europe,1992.0,0,0,3,9,0.0,0.0,0.0,0.0,0,-0.6291852223228382,-0.09827704176313344
Luxair,Luxembourg,Europe,1988.8,2,2,3,10,20.0,20.0,0.2,0.2,0,0.9318045575446074,-0.6547283097984169
Luxaviation,Afrique du Sud,Africa,2000.678571428572,2,4,13,28,7.142857142857142,14.285714285714285,0.0714285714285714,0.0714285714285714,2,0.7582570599022886,2.5308264548817965
Luxembourg Air Ambulance,Luxembourg,Europe,1995.0,0,0,1,5,0.0,0.0,0.0,0.0,0,-0.7959242025721882,-0.6655335268247544
Luxwing,Malte,Europe,2003.1818181818185,0,0,6,11,0.0,0.0,0.0,0.0,2,-0.39012634471511687,0.7277132308591875
Lynden Air Cargo,Porto Rico,North America,1954.0,0,0,1,13,0.0,0.0,0.0,0.0,0,-0.7738250170395811,-0.6157446168845335
MASwings,Malaisie,Asia,1965.0,0,0,1,6,0.0,0.0,0.0,0.0,0,-0.7931618043806123,-0.6593099130822269
MEA,Liban,Asia,2008.0666666666664,10,11,3,15,66.66666666666666,73.33333333333333,0.6666666666666665,0.6666666666666665,1,4.581480439079515,-1.9365182985673377
MJets Air,Malaisie,Asia,1997.0,0,0,1,5,0.0,0.0,0.0,0.0,0,-0.7959242025721882,-0.6655335268247544
MNG Airlines,Turquie,Europe,1992.0,0,0,3,8,0.0,0.0,0.0,0.0,0,-0.6319476205144141,-0.10450065550566111
Mack Air,Botswana,Africa,1982.0,0,0,1,21,0.0,0.0,0.0,0.0,0,-0.751725831506974,-0.5659557069443125
Maersk Air Cargo,Territoire britannique de l'océan Indien,Asia,1982.7272727272727,0,0,3,22,0.0,0.0,0.0,0.0,0,-0.5932740458323518,-0.017370063110274447
Magnicharters,Mexique,North America,1984.0,0,0,1,6,0.0,0.0,0.0,0.0,0,-0.7931618043806123,-0.6593099130822269
Mahan Air,Iran,Asia,1988.1379310344828,0,0,10,29,0.0,0.0,0.0,0.0,2,-0.02902440230065814,1.9244623384077058
Makers Air,Porto Rico,North America,1982.0,0,0,1,8,0.0,0.0,0.0,0.0,0,-0.7876370079974605,-0.6468626855971716
Malaysia - Air Force,Île de Man,Europe,1993.5384615384608,0,0,5,13,0.0,0.0,0.0,0.0,0,-0.46244624207348833,0.46897944329848745
Malaysia Airlines,Malaisie,Asia,2001.657534246576,16,23,5,73,21.91780821917808,31.506849315068493,0.2191780821917808,0.2191780821917808,2,1.4109440950932506,0.2257662604224064
Maldivian,Maldives,Asia,1966.8333333333333,0,0,2,12,0.0,0.0,0.0,0.0,0,-0.6987427214896338,-0.3507872155813058
Malta Air,Malte,Europe,2016.0,6,6,1,6,100.0,100.0,1.0,1.0,1,6.997975103998736,-3.472684321971282
Manta Air,Afrique du Sud,Africa,1965.85,0,0,2,20,0.0,0.0,0.0,0.0,0,-0.6766435359570268,-0.3009983056410849
Marabu,Estonie,Europe,2014.0,0,8,1,8,0.0,100.0,0.0,0.0,0,-0.7876370079974605,-0.6468626855971716
Marshall University Aviation,Porto Rico,North America,1993.090909090909,0,0,2,11,0.0,0.0,0.0,0.0,0,-0.7015051196812097,-0.3570108293238335
Martinaire,Porto Rico,North America,1982.0,0,0,1,25,0.0,0.0,0.0,0.0,0,-0.7406762387406706,-0.5410612519742021
Massey University School of Aviation,Nouvelle-Zélande,Oceania,1997.7142857142856,0,0,2,14,0.0,0.0,0.0,0.0,0,-0.6932179251064821,-0.3383399880962506
Mauritania Airlines,Mauritanie,Africa,1997.2,1,1,4,5,20.0,20.0,0.2,0.2,0,0.9958372603282512,-0.4146653634652998
Mavi GÃ¶k Airlines,Turquie,Europe,1996.3076923076924,0,0,4,13,0.0,0.0,0.0,0.0,0,-0.5402909358150115,0.19779842825273228
Max Air,Nigeria,Africa,1989.0,0,0,5,6,0.0,0.0,0.0,0.0,0,-0.4817830294145195,0.4254141471007941
Maxair,Porto Rico,North America,2007.8333333333333,0,0,2,6,0.0,0.0,0.0,0.0,0,-0.7153171106390891,-0.3881288980364716
Maya Island Air,Belize,North America,1982.0,0,0,1,6,0.0,0.0,0.0,0.0,0,-0.7931618043806123,-0.6593099130822269
Med-Trans,Porto Rico,North America,1991.4615384615383,0,0,3,13,0.0,0.0,0.0,0.0,0,-0.6181356295565348,-0.073382586793023
Memorial Hermann Life Flight,Porto Rico,North America,1999.0,0,0,1,8,0.0,0.0,0.0,0.0,0,-0.7876370079974605,-0.6468626855971716
Meraj Airlines,Iran,Asia,1994.0,0,0,3,5,0.0,0.0,0.0,0.0,0,-0.6402348150891418,-0.12317149673324394
Mesa Airlines,Porto Rico,North America,2001.0,0,0,1,6,0.0,0.0,0.0,0.0,0,-0.7931618043806123,-0.6593099130822269
Mexicana,Mexique,North America,1995.857142857143,0,0,2,7,0.0,0.0,0.0,0.0,0,-0.7125547124475132,-0.38190528429394394
Mexico - Air Force,Mexique,North America,1994.2,0,0,13,75,0.0,0.0,0.0,0.0,2,0.33157999573640207,3.024291615701242
Middle Georgia State University School of Aviation,Porto Rico,North America,1990.8333333333333,0,0,4,6,0.0,0.0,0.0,0.0,0,-0.5596277231560427,0.15423313205503894
Middle Tennessee State University Aerospace,Porto Rico,North America,1994.658536585366,0,0,4,41,0.0,0.0,0.0,0.0,0,-0.4629437864508868,0.37205961304350554
Midwest Aviation Division,Porto Rico,North America,1972.6,0,0,3,5,0.0,0.0,0.0,0.0,0,-0.6402348150891418,-0.12317149673324394
Motor Sich Airlines,Ukraine,Europe,1960.428571428572,0,0,3,7,0.0,0.0,0.0,0.0,0,-0.6347100187059901,-0.11072426924818872
Mountain Aviation,Porto Rico,North America,1991.0,0,0,2,8,0.0,0.0,0.0,0.0,0,-0.7097923142559374,-0.3756816705514164
Mountain Flyers,Suisse,Europe,1990.7777777777776,0,3,5,9,0.0,33.33333333333333,0.0,0.0,0,-0.47349583483979185,0.444084988328377
My Freighter,Ouzbékistan,Asia,1985.555555555556,0,0,2,9,0.0,0.0,0.0,0.0,0,-0.7070299160643615,-0.3694580568088887
My Indo Airlines,Timor oriental,Asia,1986.1666666666667,0,0,2,6,0.0,0.0,0.0,0.0,0,-0.7153171106390891,-0.3881288980364716
Myanmar Airways International,Birmanie,Asia,1997.571428571429,0,0,2,7,0.0,0.0,0.0,0.0,0,-0.7125547124475132,-0.38190528429394394
NATO,Luxembourg,Europe,1972.0,0,0,1,12,0.0,0.0,0.0,0.0,0,-0.776587415231157,-0.6219682306270611
NHC Northern Helicopter,Allemagne,Europe,1997.8,0,0,2,10,0.0,0.0,0.0,0.0,0,-0.7042675178727856,-0.36323444306636105
Nam Air,Timor oriental,Asia,1989.0,0,0,1,11,0.0,0.0,0.0,0.0,0,-0.7793498134227329,-0.6281918443695887
Nanshan Flying,Taïwan,Asia,1955.0,0,0,1,8,0.0,0.0,0.0,0.0,0,-0.7876370079974605,-0.6468626855971716
National Airways Corporation,Afrique du Sud,Africa,1990.7142857142856,0,1,4,7,0.0,14.285714285714285,0.0,0.0,0,-0.5568653249644668,0.16045674579756655
National Jet Express,Îles Cocos,Oceania,2002.2222222222224,0,0,2,9,0.0,0.0,0.0,0.0,0,-0.7070299160643615,-0.3694580568088887
Nauru Airlines,Îles Cocos,Oceania,1985.2857142857144,0,0,3,7,0.0,0.0,0.0,0.0,0,-0.6347100187059901,-0.11072426924818872
Neos,Irlande,Europe,2009.6666666666667,8,8,2,12,66.66666666666666,66.66666666666666,0.6666666666666665,0.6666666666666665,1,4.495348550763264,-2.2263701548406756
NetJets,Portugal,Europe,2009.2143950995403,94,338,9,653,14.39509954058193,51.76110260336907,0.1439509954058193,0.1439509954058193,3,2.7384092888053946,5.1318282520903455
Netherlands - Coast Guard,Aruba,North America,1987.4,0,1,3,5,0.0,20.0,0.0,0.0,0,-0.6402348150891418,-0.12317149673324394
Netherlands - Navy,Porto Rico,North America,1995.0,0,0,1,8,0.0,0.0,0.0,0.0,0,-0.7876370079974605,-0.6468626855971716
Netherlands - Royal Air Force,Territoire britannique de l'océan Indien,Asia,1970.34375,0,0,4,32,0.0,0.0,0.0,0.0,0,-0.48780537017506975,0.316047089360757
New Zealand - Royal New Zealand Air Force,Porto Rico,North America,1990.0833333333333,0,0,7,36,0.0,0.0,0.0,0.0,2,-0.24322169618419656,1.1544845894681333
Nigeria - Air Force,Porto Rico,North America,1980.0,0,0,5,7,0.0,0.0,0.0,0.0,0,-0.47902063122294364,0.4316377608433217
Nippon Cargo Airlines,Japon,Asia,2010.0,0,8,1,8,0.0,100.0,0.0,0.0,0,-0.7876370079974605,-0.6468626855971716
Nok Air,Thaïlande,Asia,1997.0,0,0,1,11,0.0,0.0,0.0,0.0,0,-0.7793498134227329,-0.6281918443695887
Noordzee Helikopters Vlaanderen,Territoire britannique de l'océan Indien,Asia,2005.4736842105265,0,3,5,19,0.0,15.789473684210526,0.0,0.0,0,-0.44587185292403303,0.5063211257536532
NordStar,Russie,Europe,1995.555555555556,0,0,2,9,0.0,0.0,0.0,0.0,0,-0.7070299160643615,-0.3694580568088887
Nordwind Airlines,Russie,Europe,1997.1666666666667,2,2,6,24,8.333333333333332,8.333333333333332,0.0833333333333333,0.0833333333333333,2,0.2950462408069818,0.5741723421046253
Norsk Luftambulanse,Svalbard et ile Jan Mayen,Europe,1996.8461538461536,0,0,3,26,0.0,0.0,0.0,0.0,0,-0.5822244530660482,0.00752439185983603
Nortavia,Portugal,Europe,1957.2222222222224,0,0,2,9,0.0,0.0,0.0,0.0,0,-0.7070299160643615,-0.3694580568088887
North Cariboo Air,Canada,North America,1981.142857142857,0,0,3,7,0.0,0.0,0.0,0.0,0,-0.6347100187059901,-0.11072426924818872
North Flying,Îles Féroé,Europe,1974.0,0,0,2,8,0.0,0.0,0.0,0.0,0,-0.7097923142559374,-0.3756816705514164
North-West Air Company,Russie,Europe,2001.7692307692307,2,3,5,13,15.384615384615383,23.07692307692308,0.1538461538461538,0.1538461538461538,2,0.736190205369488,0.03615261116170985
North-Wright Airways,Canada,North America,1975.0666666666664,0,0,7,15,0.0,0.0,0.0,0.0,2,-0.3012320582072901,1.0237887008750532
Northern Air Cargo,Porto Rico,North America,1988.2,0,0,2,5,0.0,0.0,0.0,0.0,0,-0.718079508830665,-0.39435251177899916
Northern Jet Management,Porto Rico,North America,1996.4444444444443,0,0,6,9,0.0,0.0,0.0,0.0,2,-0.39565114109826865,0.7152660033741323
Northway Aviation,Canada,North America,1985.0,0,0,2,9,0.0,0.0,0.0,0.0,0,-0.7070299160643615,-0.3694580568088887
Norwegian,Svalbard et ile Jan Mayen,Europe,2002.8461538461536,28,28,2,91,30.76923076923077,30.76923076923077,0.3076923076923077,0.3076923076923077,1,1.9167596305308146,-0.7247753941951796
OK Aviation,République tchèque,Europe,1994.4444444444443,0,0,3,9,0.0,0.0,0.0,0.0,0,-0.6291852223228382,-0.09827704176313344
OSM Aviation Academy,Svalbard et ile Jan Mayen,Europe,1961.7142857142856,0,0,2,14,0.0,0.0,0.0,0.0,0,-0.6932179251064821,-0.3383399880962506
Offshore Helicopter Services,Territoire britannique de l'océan Indien,Asia,2002.555555555556,0,0,3,27,0.0,0.0,0.0,0.0,0,-0.5794620548744723,0.01374800560236364
Ohio State University Aviation,Porto Rico,North America,1955.190476190476,0,0,2,21,0.0,0.0,0.0,0.0,0,-0.6738811377654509,-0.29477469189855726
Okay Airways,Taïwan,Asia,1997.8181818181813,0,0,2,22,0.0,0.0,0.0,0.0,0,-0.671118739573875,-0.28855107815602965
Oklahoma State University Aviation,Porto Rico,North America,1978.076923076923,0,0,2,26,0.0,0.0,0.0,0.0,0,-0.6600691468075714,-0.2636566231859192
Omni Air Transport,Porto Rico,North America,1990.75,0,0,4,8,0.0,0.0,0.0,0.0,0,-0.554102926772891,0.16668035954009416
Omni Taxi Aereo,Brésil,South America,1999.4415584415583,0,7,8,77,0.0,9.090909090909092,0.0,0.0,2,-0.05211867658806216,1.680833767957521
One Air,Territoire britannique de l'océan Indien,Asia,2002.3529411764705,0,1,6,17,0.0,5.88235294117647,0.0,0.0,2,-0.37355195556566156,0.7650549133143532
Ornge Air,Canada,North America,1997.0,0,0,2,20,0.0,0.0,0.0,0.0,0,-0.6766435359570268,-0.3009983056410849
PACC Air,Porto Rico,North America,1965.4,0,0,2,5,0.0,0.0,0.0,0.0,0,-0.718079508830665,-0.39435251177899916
PDG Aviation Services,Territoire britannique de l'océan Indien,Asia,1978.368421052632,0,0,4,19,0.0,0.0,0.0,0.0,0,-0.5237165466655562,0.23514011070789798
PHI,Îles Cocos,Oceania,1991.0344827586207,0,0,8,145,0.0,0.0,0.0,0.0,2,0.135724400439098,2.1040395024493987
PLAY,Islande,Europe,2014.2857142857144,1,7,2,7,14.285714285714285,100.0,0.1428571428571428,0.1428571428571428,0,0.40046484589239323,-0.7838159141352373
Pacific Coast Jet,Porto Rico,North America,2000.5,0,0,8,10,0.0,0.0,0.0,0.0,2,-0.23719935542364637,1.2638516472081704
Pacific Coastal Airlines,Canada,North America,1980.7619047619048,0,0,3,21,0.0,0.0,0.0,0.0,0,-0.5960364440239276,-0.02359367685280206
Pakistan International Airlines,Pakistan,Asia,1995.111111111111,0,0,3,9,0.0,0.0,0.0,0.0,0,-0.6291852223228382,-0.09827704176313344
Panorama Aviation,Canada,North America,1989.0,0,0,2,9,0.0,0.0,0.0,0.0,0,-0.7070299160643615,-0.3694580568088887
Pars Air,Iran,Asia,1989.6,0,0,2,5,0.0,0.0,0.0,0.0,0,-0.718079508830665,-0.39435251177899916
Pascan Aviation,Canada,North America,1983.0,0,0,1,9,0.0,0.0,0.0,0.0,0,-0.7848746098058846,-0.640639071854644
Patria Pilot Training,Finlande,Europe,1997.4166666666667,0,0,2,12,0.0,0.0,0.0,0.0,0,-0.6987427214896338,-0.3507872155813058
Peach,Japon,Asia,2014.3,3,20,2,20,15.0,100.0,0.15,0.15,0,0.4920270002998755,-0.7230044669744431
Pegasus,Turquie,Europe,2013.7521367521367,62,108,3,117,52.991452991453,92.3076923076923,0.5299145299145299,0.5299145299145299,1,3.7977904346709432,-0.9169747349301629
Pegasus Elite Aviation,Porto Rico,North America,1984.7142857142856,0,0,4,7,0.0,0.0,0.0,0.0,0,-0.5568653249644668,0.16045674579756655
Peru - Air Force,France,Europe,1968.782608695652,0,0,6,23,0.0,0.0,0.0,0.0,2,-0.35697756641620626,0.8023965957695189
Petroleum Air Services,Égypte,Africa,1999.0,0,0,3,11,0.0,0.0,0.0,0.0,0,-0.6236604259396865,-0.08582981427807822
Petropavlovsk-Kamchatsky Air,Russie,Europe,1967.0,0,0,2,6,0.0,0.0,0.0,0.0,0,-0.7153171106390891,-0.3881288980364716
Phoenix Air,Porto Rico,North America,1977.3636363636365,0,0,5,22,0.0,0.0,0.0,0.0,0,-0.4375846583493054,0.5249919669812361
Phoenix East Aviation,Porto Rico,North America,1957.923076923077,0,0,3,65,0.0,0.0,0.0,0.0,0,-0.4744909235945888,0.25024532781841313
Pilatus Flugzeugwerke,Suisse,Europe,1998.625668449198,0,0,4,187,0.0,0.0,0.0,0.0,0,-0.05963365048080768,1.2807072194525377
Pilot Flight Academy,Svalbard et ile Jan Mayen,Europe,1999.058823529412,0,0,2,17,0.0,0.0,0.0,0.0,0,-0.6849307305317544,-0.3196691468686677
PlaneSense,Porto Rico,North America,1995.4057971014493,0,0,2,69,0.0,0.0,0.0,0.0,0,-0.5412860245698085,0.003958767742768379
Planemaster Services,Porto Rico,North America,1982.0,0,0,2,11,0.0,0.0,0.0,0.0,0,-0.7015051196812097,-0.3570108293238335
Platoon Aviation,Allemagne,Europe,2007.0,0,0,1,8,0.0,0.0,0.0,0.0,0,-0.7876370079974605,-0.6468626855971716
Plus Ultra,Espagne,Europe,1987.0,0,0,1,5,0.0,0.0,0.0,0.0,0,-0.7959242025721882,-0.6655335268247544
Pobeda,Russie,Europe,1997.0,0,0,1,42,0.0,0.0,0.0,0.0,0,-0.6937154694838805,-0.4352598183512326
Polish Medical Air Rescue,Pologne,Europe,1995.1935483870968,0,0,3,31,0.0,0.0,0.0,0.0,0,-0.5684124621081689,0.03864246057247412
Pouya Air,Iran,Asia,1988.5,0,0,3,8,0.0,0.0,0.0,0.0,0,-0.6319476205144141,-0.10450065550566111
Precision Aircraft Management,Porto Rico,North America,1995.857142857143,0,0,5,7,0.0,0.0,0.0,0.0,0,-0.47902063122294364,0.4316377608433217
Presidential Aviation,Porto Rico,North America,1991.8333333333333,0,0,5,6,0.0,0.0,0.0,0.0,0,-0.4817830294145195,0.4254141471007941
Priester Aviation,Porto Rico,North America,1995.0,0,0,4,6,0.0,0.0,0.0,0.0,0,-0.5596277231560427,0.15423313205503894
Private Jet Center,Porto Rico,North America,1996.0,0,0,1,6,0.0,0.0,0.0,0.0,0,-0.7931618043806123,-0.6593099130822269
Private Jets,Porto Rico,North America,2000.3333333333333,0,0,3,6,0.0,0.0,0.0,0.0,0,-0.637472416897566,-0.11694788299071633
Private Wings,Allemagne,Europe,1990.1,0,0,2,10,0.0,0.0,0.0,0.0,0,-0.7042675178727856,-0.36323444306636105
Privilege Style,Espagne,Europe,1992.2,0,0,3,5,0.0,0.0,0.0,0.0,0,-0.6402348150891418,-0.12317149673324394
ProAir Aviation,Allemagne,Europe,1997.6666666666667,0,0,3,6,0.0,0.0,0.0,0.0,0,-0.637472416897566,-0.11694788299071633
Proflight Zambia,Zambie,Africa,1991.0,0,0,2,9,0.0,0.0,0.0,0.0,0,-0.7070299160643615,-0.3694580568088887
Propair,Canada,North America,1982.0,0,0,1,5,0.0,0.0,0.0,0.0,0,-0.7959242025721882,-0.6655335268247544
Qantas,Îles Cocos,Oceania,1995.15,1,1,4,100,1.0,1.0,0.01,0.01,0,-0.22205092406411608,0.7111190797637444
QantasLink,Îles Cocos,Oceania,1999.107142857143,7,7,4,56,12.5,12.5,0.125,0.125,0,0.55238429997017,0.1137420180702879
Qatar Airways,Qatar,Asia,2004.5337423312883,33,67,6,163,20.245398773006134,41.104294478527606,0.2024539877300613,0.2024539877300613,2,1.607104916456678,1.1041236516660922
Qatar Executive,Qatar,Asia,2014.4444444444443,7,7,2,9,77.77777777777779,77.77777777777779,0.7777777777777779,0.7777777777777779,1,5.352743234897355,-2.5576381526114877
Qeshm Airlines,Iran,Asia,1989.2307692307693,0,0,3,13,0.0,0.0,0.0,0.0,0,-0.6181356295565348,-0.073382586793023
QinetiQ / Empire Test Pilots School,Territoire britannique de l'océan Indien,Asia,1985.5384615384608,0,0,8,13,0.0,0.0,0.0,0.0,2,-0.22891216084891872,1.2825224884357533
Qingdao Airlines,Taïwan,Asia,2014.1666666666667,2,24,2,24,8.333333333333332,100.0,0.0833333333333333,0.0833333333333333,0,-0.016332534159111047,-0.5105517180783956
Quality Fly,Espagne,Europe,2009.0,0,0,1,10,0.0,0.0,0.0,0.0,0,-0.7821122116143088,-0.6344154581121164
Quest Diagnostics,Porto Rico,North America,1993.5263157894733,0,0,2,19,0.0,0.0,0.0,0.0,0,-0.6794059341486026,-0.30722191938361254
REACH Air Medical Services,Porto Rico,North America,1988.25925925926,0,0,3,27,0.0,0.0,0.0,0.0,0,-0.5794620548744723,0.01374800560236364
REGA Swiss Air-Rescue,Suisse,Europe,1984.5217391304348,0,0,3,23,0.0,0.0,0.0,0.0,0,-0.5905116476407759,-0.011146449367746834
Rainier Flight Service,Porto Rico,North America,1955.0,0,0,1,10,0.0,0.0,0.0,0.0,0,-0.7821122116143088,-0.6344154581121164
Rano Air,Nigeria,Africa,1995.0,0,0,1,5,0.0,0.0,0.0,0.0,0,-0.7959242025721882,-0.6655335268247544
Ravenair,Territoire britannique de l'océan Indien,Asia,1976.8666666666663,0,0,3,15,0.0,0.0,0.0,0.0,0,-0.6126108331733829,-0.06093535930796777
Raya Airways,Malaisie,Asia,1984.428571428572,0,0,2,7,0.0,0.0,0.0,0.0,0,-0.7125547124475132,-0.38190528429394394
Rectimo Air Transports,France,Europe,1955.5454545454545,0,0,2,11,0.0,0.0,0.0,0.0,0,-0.7015051196812097,-0.3570108293238335
Red Wings,Russie,Europe,2006.32,0,0,2,25,0.0,0.0,0.0,0.0,0,-0.6628315449991473,-0.2698802369284468
Redding Aero Enterprises,Porto Rico,North America,1977.625,0,0,3,16,0.0,0.0,0.0,0.0,0,-0.6098484349818071,-0.05471174556544013
Redstar Aviation,Turquie,Europe,1995.8,0,0,3,10,0.0,0.0,0.0,0.0,0,-0.6264228241312624,-0.09205342802060583
Rimbun Air,Timor oriental,Asia,1986.6,0,0,2,5,0.0,0.0,0.0,0.0,0,-0.718079508830665,-0.39435251177899916
RiseAir,Canada,North America,1972.8823529411768,0,0,6,17,0.0,0.0,0.0,0.0,2,-0.37355195556566156,0.7650549133143532
Romania - Air Force,Guernesey,Europe,1989.0,0,0,3,11,0.0,0.0,0.0,0.0,0,-0.6236604259396865,-0.08582981427807822
Rossiya,Russie,Europe,2002.685950413223,0,0,7,121,0.0,0.0,0.0,0.0,2,-0.008417849900246351,1.6834917575829809
Royal Air Freight,Porto Rico,North America,1984.233333333333,0,0,5,30,0.0,0.0,0.0,0.0,0,-0.4154854728166983,0.574780876921457
Royal Brunei Airlines,Brunei,Asia,2014.0,0,7,1,7,0.0,100.0,0.0,0.0,0,-0.7903994061890365,-0.6530862993396992
Royal Jordanian,Jordanie,Asia,2001.6153846153843,0,4,4,13,0.0,30.76923076923077,0.0,0.0,0,-0.5402909358150115,0.19779842825273228
Ruili Airlines,Taïwan,Asia,1988.6,0,0,2,25,0.0,0.0,0.0,0.0,0,-0.6628315449991473,-0.2698802369284468
RusJet,Russie,Europe,1994.6,0,0,5,15,0.0,0.0,0.0,0.0,0,-0.45692144569033655,0.4814266707835427
Russia - Air Force,Russie,Europe,1978.9714285714283,0,0,3,35,0.0,0.0,0.0,0.0,0,-0.5573628693418653,0.0635369155425846
Russia - Ministry of Emergency Situations (MChS),Russie,Europe,1988.1538461538464,0,0,5,13,0.0,0.0,0.0,0.0,0,-0.46244624207348833,0.46897944329848745
Russia - Special Flight Squadron,Russie,Europe,1997.9545454545453,0,0,6,22,0.0,0.0,0.0,0.0,2,-0.3597399646077821,0.7961729820269913
Rutaca Airlines,Venezuela,South America,1983.0,0,0,3,6,0.0,0.0,0.0,0.0,0,-0.637472416897566,-0.11694788299071633
RwandAir,Rwanda,Africa,1995.8,0,0,3,10,0.0,0.0,0.0,0.0,0,-0.6264228241312624,-0.09205342802060583
Ryan Air (USA),Porto Rico,North America,1973.0,0,0,4,19,0.0,0.0,0.0,0.0,0,-0.5237165466655562,0.23514011070789798
Ryanair,Malte,Europe,2002.2923875432523,163,163,4,578,28.20069204152249,28.20069204152249,0.2820069204152249,0.2820069204152249,3,3.2176185684908196,2.92074913975503
S7 Airlines,Russie,Europe,2005.0,8,39,7,89,8.98876404494382,43.82022471910113,0.0898876404494382,0.0898876404494382,2,0.6035123210820756,1.2314485305062268
SAAB Aircraft,Suède,Europe,1986.1666666666667,0,0,3,6,0.0,0.0,0.0,0.0,0,-0.637472416897566,-0.11694788299071633
SAF Helicopteres,France,Europe,1988.578947368421,0,0,4,38,0.0,0.0,0.0,0.0,0,-0.4712309810256144,0.35338877181592265
SANSA,Costa Rica,North America,1982.0,0,0,1,12,0.0,0.0,0.0,0.0,0,-0.776587415231157,-0.6219682306270611
SAS,Irlande,Europe,2011.0294117647056,3,83,6,102,2.941176470588235,81.37254901960785,0.0294117647058823,0.0294117647058823,2,0.09040297625885732,1.2113157752854051
SATENA,Colombie,South America,1983.636363636364,0,0,3,11,0.0,0.0,0.0,0.0,0,-0.6236604259396865,-0.08582981427807822
SCAT,Kazakhstan,Asia,1994.590909090909,3,3,6,22,13.636363636363637,13.636363636363637,0.1363636363636363,0.1363636363636363,2,0.7026877956257649,0.41253101717848395
SD Aviation,France,Europe,2009.5,0,3,3,6,0.0,50.0,0.0,0.0,0,-0.637472416897566,-0.11694788299071633
SF Airlines,Taïwan,Asia,1984.0232558139533,0,0,5,86,0.0,0.0,0.0,0.0,2,-0.26079117408844876,0.9233032465030035
SKY Airline,Chili,South America,2014.388888888889,7,36,2,36,19.444444444444446,100.0,0.1944444444444444,0.1944444444444444,0,0.8824981228486158,-0.7484655097112926
SKY express,Grèce,Europe,2014.3076923076924,2,13,2,13,15.384615384615383,100.0,0.1538461538461538,0.1538461538461538,0,0.5026561241449183,-0.777390433975556
STAjets,Porto Rico,North America,1991.111111111111,0,0,4,9,0.0,0.0,0.0,0.0,0,-0.5513405285813151,0.1729039732826218
Safarilink Aviation,Kenya,Africa,1982.0,0,0,1,10,0.0,0.0,0.0,0.0,0,-0.7821122116143088,-0.6344154581121164
Saint Louis University Flight School,Porto Rico,North America,1991.0,0,0,1,9,0.0,0.0,0.0,0.0,0,-0.7848746098058846,-0.640639071854644
Samaritan's Purse,Porto Rico,North America,1973.0,0,0,8,8,0.0,0.0,0.0,0.0,2,-0.2427241518067981,1.2514044197231151
San Carlos Flight School,Porto Rico,North America,1957.8125,0,0,3,16,0.0,0.0,0.0,0.0,0,-0.6098484349818071,-0.05471174556544013
Sapsan Airline,Kirghizistan,Asia,1970.6666666666667,0,0,2,6,0.0,0.0,0.0,0.0,0,-0.7153171106390891,-0.3881288980364716
Saudi Arabia - Air Force,Guernesey,Europe,1992.117647058824,0,0,3,34,0.0,0.0,0.0,0.0,0,-0.5601252675334412,0.05731330180005698
Saudia,Arabie saoudite,Asia,2002.871794871795,19,19,7,78,24.35897435897436,24.35897435897436,0.2435897435897435,0.2435897435897435,2,1.770640069646703,0.730567215771062
SaxonAir,Territoire britannique de l'océan Indien,Asia,1991.5,0,0,6,10,0.0,0.0,0.0,0.0,2,-0.39288874290669273,0.7214896171166598
Scanwings,Finlande,Europe,1991.7,0,1,5,10,0.0,10.0,0.0,0.0,0,-0.470733436648216,0.4503086020709046
Scoot,Singapour,Asia,2015.176470588236,10,17,2,17,58.82352941176471,100.0,0.5882352941176471,0.5882352941176471,1,3.8980909802796275,-1.9745952697445828
Searca,Colombie,South America,1981.5263157894733,0,0,3,19,0.0,0.0,0.0,0.0,0,-0.6015612404070795,-0.036040904337857296
Secure Air Charter,Porto Rico,North America,1983.0,0,0,1,7,0.0,0.0,0.0,0.0,0,-0.7903994061890365,-0.6530862993396992
Sepehran Airlines,Iran,Asia,1986.0833333333333,0,0,2,12,0.0,0.0,0.0,0.0,0,-0.6987427214896338,-0.3507872155813058
Serene Air,Pakistan,Asia,1992.0,0,0,2,6,0.0,0.0,0.0,0.0,0,-0.7153171106390891,-0.3881288980364716
